id,fid,queimada,latitude,longitude,epsg,swir22_last,nir08_last,ndvi_last
84831,84831,0,-16.049220632706884,-48.20456916804779,4326,1523,2468,4646
85829,85829,0,-16.04923521508914,-48.20359480676592,4326,1369,2605,5176
86827,86827,0,-16.04924979305431,-48.20262044448036,4326,1102,2200,5965
87825,87825,0,-16.04926436660237,-48.20164608119144,4326,1459,1878,4524
88824,88824,0,-16.04872116244961,-48.20066279952554,4326,1254,2273,5478
89821,89821,0,-16.049293500447085,-48.19969735160468,4326,1148,1650,5165
90819,90819,0,-16.049308060757642,-48.19872298437405,4326,1571,2187,4326
91817,91817,0,-16.049322616637063,-48.197748617074666,4326,1546,1886,3852
92815,92815,0,-16.04933716809927,-48.19677424877344,4326,1740,1996,3532
93813,93813,0,-16.049351715144248,-48.19579987947066,4326,1711,2051,3646
94811,94811,0,-16.049366257771972,-48.19482550916664,4326,1510,2356,4633
95809,95809,0,-16.049380795982426,-48.19385113786167,4326,1473,2307,4587
96807,96807,0,-16.04939532977558,-48.19287676555606,4326,2343,3087,2129
97805,97805,0,-16.04940985915143,-48.19190239225013,4326,2301,3881,2808
98803,98803,0,-16.049424384109948,-48.19092801794415,4326,1623,2798,4808
99801,99801,0,-16.04943890465111,-48.18995364263846,4326,1955,3198,3862
100799,100799,0,-16.0494534207749,-48.18897926633334,4326,1561,2900,4485
101797,101797,0,-16.049467932481292,-48.188004889029095,4326,1103,2813,6359
102795,102795,0,-16.049482439770276,-48.187030510726046,4326,1346,2664,5461
103793,103793,0,-16.04949694264182,-48.18605613142448,4326,1377,2877,5699
104791,104791,0,-16.049511441109797,-48.18508175019127,4326,1042,2490,6408
105789,105789,0,-16.04952593514641,-48.18410736889359,4326,1915,2741,4031
106787,106787,0,-16.04954042476552,-48.18313298659831,4326,1431,2552,5290
107785,107785,0,-16.049554909967124,-48.18215860330573,4326,2328,3204,3021
108783,108783,0,-16.049569390751188,-48.18118421901616,4326,2225,2409,2899
109781,109781,0,-16.049583867117693,-48.1802098337299,4326,2961,3161,2376
110779,110779,0,-16.049598339066623,-48.179235447447255,4326,1467,3295,5784
111777,111777,0,-16.049612806597956,-48.17826106016852,4326,1473,2802,5052
112775,112775,0,-16.049627269711674,-48.17728667189402,4326,1267,2207,5337
113773,113773,0,-16.04964172840775,-48.17631228262404,4326,1411,2044,4369
114771,114771,0,-16.049656182686174,-48.17533789235889,4326,1426,2028,4015
115769,115769,0,-16.049670632546913,-48.17436350109888,4326,1568,2156,3945
116767,116767,0,-16.049685077989956,-48.17338910884429,4326,1697,2264,3792
117765,117765,0,-16.049699519015277,-48.17241471559545,4326,1662,2344,4167
118763,118763,0,-16.04971395563669,-48.171440320419215,4326,1769,2344,3711
119761,119761,0,-16.049728387826516,-48.17046592518277,4326,2004,2107,1927
